species,Phylum,Class,Order,Family,source,speciemens barcoded,speciemens,public BINs,verified by,status,BOLD taxid
Achiropsetta tricholepis,Chordata,Actinopterygii,Pleuronectiformes,Achiropsettidae,BOLD,7,7,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=52900 
Mancopsetta maculata,Chordata,Actinopterygii,Pleuronectiformes,Achiropsettidae,BOLD,30,33,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=54151 
Neoachiropsetta milfordi,Chordata,Actinopterygii,Pleuronectiformes,Achiropsettidae,BOLD,30,38,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=54168 
Achlyonice myriamae,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,WORMS,,,,,gap,
Amperima furcata,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,WORMS,,,,WORMS,gap,
Amperima rosea,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,WORMS,,,,WORMS,gap,
Ellipinion delagei,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,WORMS,,,,WORMS,gap,
Elpidia belyaevi,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,BOLD,4,5,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=783576 
Elpidia echinata,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,WORMS,,,,WORMS,gap,
Elpidia glacialis,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,WORMS,,,,WORMS,gap,
Irpa abyssicola,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,WORMS,,,,,gap,
Kolga hyalina,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,BOLD:WORMS,9,12,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=223072 
Peniagone azorica,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,WORMS,,,,,gap,
Peniagone diaphana,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,WORMS,,,,WORMS,gap,
Peniagone gracilis,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,WORMS,,,,WORMS,gap,
Peniagone islandica,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,WORMS,,,,WORMS,gap,
Peniagone porcella,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,WORMS,,,,WORMS,gap,
Peniagone purpurea,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,WORMS,,,,WORMS,gap,
Peniagone wyvillii,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,WORMS,,,,,gap,
Penilpidia ludwigi,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,WORMS,,,,WORMS,gap,
Psychroplanes obsoleta,Echinodermata,Holothuroidea,Elasipodida,Elpidiidae,WORMS,,,,WORMS,gap,
Achoerus pachycaudatus,Platyhelminthes,,Acoela,Convolutidae,WORMS,,,,,gap,
Adenopea chuni,Platyhelminthes,,Acoela,Convolutidae,WORMS,,,,WORMS,gap,
Adenopea illardata,Platyhelminthes,,Acoela,Convolutidae,WORMS,,,,,gap,
Amphiscolops castellonensis,Platyhelminthes,,Acoela,Convolutidae,WORMS,,,,,gap,
Amphiscolops cinereus,Platyhelminthes,,Acoela,Convolutidae,WORMS,,,,WORMS,gap,
Amphiscolops gerundensis,Platyhelminthes,,Acoela,Convolutidae,WORMS,,,,,gap,
Amphiscolops mosaicus,Platyhelminthes,,Acoela,Convolutidae,WORMS,,,,,gap,
Amphiscolops zeii,Platyhelminthes,,Acoela,Convolutidae,WORMS,,,,,gap,
Convoluta baltica,Platyhelminthes,,Acoela,Convolutidae,WORMS,,,,,gap,
Convoluta borealis,Platyhelminthes,,Acoela,Convolutidae,WORMS,,,,WORMS,gap,
Convoluta confusa,Platyhelminthes,,Acoela,Convolutidae,WORMS,,,,,gap,
Convoluta convoluta,Platyhelminthes,,Acoela,Convolutidae,WORMS,,,,WORMS,gap,
Convoluta hipparchia,Platyhelminthes,,Acoela,Convolutidae,WORMS,,,,WORMS,gap,
Convoluta lacazi,Platyhelminthes,,Acoela,Convolutidae,WORMS,,,,,gap,
Convoluta pelagica,Platyhelminthes,,Acoela,Convolutidae,WORMS,,,,,gap,
Convoluta sordida,Platyhelminthes,,Acoela,Convolutidae,WORMS,,,,WORMS,gap,
Convoluta uljanini,Platyhelminthes,,Acoela,Convolutidae,WORMS,,,,,gap,
Convoluta variabilis,Platyhelminthes,,Acoela,Convolutidae,WORMS,,,,WORMS,gap,
Darwinia albomaculata,Platyhelminthes,,Acoela,Convolutidae,WORMS,,,,ITIS,gap,
Limnoposthia polonica,Platyhelminthes,,Acoela,Convolutidae,FE,,,,ITIS,gap,
Oligochoerus limnophilus,Platyhelminthes,,Acoela,Convolutidae,FE,,,,,gap,
Philachoerus johanni,Platyhelminthes,,Acoela,Convolutidae,WORMS,,,,,gap,
Achromadora arenicola,Nematoda,Adenophorea,,Achromadoridae,FE,,,,,gap,
Achromadora chungsani,Nematoda,Adenophorea,,Achromadoridae,FE,,,,FE,gap,
Achromadora longicauda,Nematoda,Adenophorea,,Achromadoridae,FE,,,,,gap,
Achromadora micoletzkyi,Nematoda,Adenophorea,,Achromadoridae,FE,,,,WORMS,gap,
Achromadora pseudomicoletzkyi,Nematoda,Adenophorea,,Achromadoridae,FE,,,,,gap,
Achromadora ruricola,Nematoda,Adenophorea,,Achromadoridae,FE,,,,FE,gap,
Achromadora sedata,Nematoda,Adenophorea,,Achromadoridae,FE,,,,,gap,
Achromadora semiarmata,Nematoda,Adenophorea,,Achromadoridae,FE,,,,,gap,
Achromadora tenax,Nematoda,Adenophorea,,Achromadoridae,FE,,,,FE,gap,
Achromadora terricola,Nematoda,Adenophorea,,Achromadoridae,FE,,,,ITIS,gap,
Acicula beneckei,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Acicula benoiti,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Acicula corcyrensis,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Acicula disjuncta,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,,gap,
Acicula douctouyrensis,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Acicula fusca,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Acicula hausdorfi,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,,gap,
Acicula lineata,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,BOLD:FE,4,8,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=312045 
Acicula lineolata,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Acicula miaphene,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,,gap,
Acicula multilineata,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,,gap,
Acicula norrisi,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,,gap,
Acicula parcelineata,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Acicula szigethyannae,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,,gap,
Acicula vezzanii,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,,gap,
Menkia dewinteri,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,,gap,
Menkia horsti,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,,gap,
Menkia rolani,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,,gap,
Platyla banatica,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Platyla callostoma,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Platyla corpulenta,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,,gap,
Platyla cryptomena,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Platyla curtii,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Platyla dupuyi,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,2,2,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1160279 
Platyla elisabethae,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Platyla feheri,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,,gap,
Platyla foliniana,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Platyla gracilis,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Platyla jankowskiana,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Platyla lusitanica,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Platyla maasseni,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,,gap,
Platyla microspira,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Platyla minutissima,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,,gap,
Platyla orthostoma,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Platyla peloponnesica,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,,gap,
Platyla perpusilla,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Platyla pezzolii,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,,gap,
Platyla pinteri,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Platyla polita,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,2,4,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1156156 
Platyla procax,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,,gap,
Platyla sardoa,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,,gap,
Platyla similis,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Platyla stussineri,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Platyla subdiaphana,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Platyla talentii,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,,gap,
Platyla wilhelmi,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Renea bourguignatiana,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,,gap,
Renea elegantissima,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Renea gentilei,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Renea gormonti,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,,gap,
Renea kobelti,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Renea moutonii,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Renea paillona,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,,gap,
Renea spectabilis,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Renea veneta,Mollusca,Gastropoda,Architaenioglossa,Aciculidae,FE,,,,FE,gap,
Acinonyx jubatus,Chordata,Mammalia,Carnivora,Felidae,BOLD,31,43,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=28645 
Catopuma temminckii,Chordata,Mammalia,Carnivora,Felidae,BOLD,50,128,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=488216 
Felis catus,Chordata,Mammalia,Carnivora,Felidae,BOLD:iNat,43,80,4,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=10396 
Felis chaus,Chordata,Mammalia,Carnivora,Felidae,FE,3,25,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=648694 
Felis manul,Chordata,Mammalia,Carnivora,Felidae,BOLD,,,,ITIS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=279138 
Felis margarita,Chordata,Mammalia,Carnivora,Felidae,BOLD,5,14,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=279132 
Felis nigripes,Chordata,Mammalia,Carnivora,Felidae,BOLD,14,25,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=279133 
Felis silvestris,Chordata,Mammalia,Carnivora,Felidae,BOLD:FE:iNat,20,60,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=165653 
Homotherium latidens,Chordata,Mammalia,Carnivora,Felidae,BOLD,2,3,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=923222 
Leopardus geoffroyi,Chordata,Mammalia,Carnivora,Felidae,BOLD,7,43,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=279134 
Leopardus tigrinus,Chordata,Mammalia,Carnivora,Felidae,BOLD,17,121,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=193639 
Leptailurus serval,Chordata,Mammalia,Carnivora,Felidae,BOLD,22,29,2,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=359594 
Lynx canadensis,Chordata,Mammalia,Carnivora,Felidae,BOLD,8,10,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=12522 
Lynx lynx,Chordata,Mammalia,Carnivora,Felidae,BOLD:FE:iNat,30,37,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=200171 
Lynx pardinus,Chordata,Mammalia,Carnivora,Felidae,FE,161,163,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=279136 
Lynx rufus,Chordata,Mammalia,Carnivora,Felidae,BOLD,18,28,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=12523 
Neofelis nebulosa,Chordata,Mammalia,Carnivora,Felidae,BOLD,11,25,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=83180 
Panthera leo,Chordata,Mammalia,Carnivora,Felidae,BOLD,72,136,3,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=73482 https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=483217 
Panthera onca,Chordata,Mammalia,Carnivora,Felidae,BOLD,10,343,2,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=263143 
Panthera pardus,Chordata,Mammalia,Carnivora,Felidae,BOLD,90,292,3,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=73504 
Panthera tigris,Chordata,Mammalia,Carnivora,Felidae,BOLD,108,217,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=73508 https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=462530 
Pardofelis marmorata,Chordata,Mammalia,Carnivora,Felidae,BOLD,3,4,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=747569 
Prionailurus bengalensis,Chordata,Mammalia,Carnivora,Felidae,BOLD,82,180,5,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=279143 
Prionailurus rubiginosus,Chordata,Mammalia,Carnivora,Felidae,BOLD,6,10,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=279144 
Prionailurus viverrinus,Chordata,Mammalia,Carnivora,Felidae,BOLD,16,66,2,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=279145 
Puma concolor,Chordata,Mammalia,Carnivora,Felidae,BOLD,48,358,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=12521 
Puma yagouaroundi,Chordata,Mammalia,Carnivora,Felidae,BOLD,17,42,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=193642 
Uncia uncia,Chordata,Mammalia,Carnivora,Felidae,BOLD,,,,ITIS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=741526 
Acipenser baerii,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,BOLD:FE,70,85,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=47990 
Acipenser gueldenstaedtii,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,BOLD:FE:WORMS,133,150,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=50210 
Acipenser naccarii,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,BOLD:FE:WORMS,6,6,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=50216 
Acipenser nudiventris,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,FE:WORMS,36,38,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=50215 
Acipenser oxyrinchus,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,BOLD:FE,21,29,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=50220 
Acipenser persicus,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,FE,10,11,0,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=50217 
Acipenser ruthenus,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,BOLD:FE:iNat,89,95,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=50218 
Acipenser stellatus,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,BOLD:FE:WORMS,94,100,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=29226 
Acipenser sturio,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,BOLD:FE:WORMS,7,10,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=50209 
Huso huso,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,BOLD:FE:WORMS,61,67,2,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=29692 
Acirsa coarctata,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Acirsa subdecussata,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Acrilloscala lamyi,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Alora retifera,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,,gap,
Alora tenerrima,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Claviscala richardi,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Cycloscala hyalina,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,,gap,
Cylindriscala acus,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Cylindriscala aurantia,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,,gap,
Cylindriscala guernei,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Cylindriscala jeffreysi,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Cylindriscala mirifica,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Cylindriscala thalassae,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,,gap,
Cylindriscala vicina,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Eccliseogyra exquisita,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,,gap,
Eccliseogyra folini,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Eccliseogyra formosissima,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Eccliseogyra monnioti,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,,gap,
Eccliseogyra nitida,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Eccliseogyra sericea,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,,gap,
Epitonium algerianum,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Epitonium candidissimum,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Epitonium celesti,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Epitonium clathratulum,Mollusca,Gastropoda,,Epitoniidae,BOLD:WORMS,1,4,0,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=642808 
Epitonium clathrus,Mollusca,Gastropoda,,Epitoniidae,BOLD,4,8,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=642809 
Epitonium dallianum,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Epitonium fischeri,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Epitonium fulvovittatum,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Epitonium hispidulum,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Epitonium jolyi,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Epitonium linctum,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Epitonium nanum,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Epitonium pulchellum,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,,gap,
Epitonium rhips,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Epitonium semidisjunctum,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Epitonium striatissimum,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Epitonium tiberii,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Epitonium trevelyanum,Mollusca,Gastropoda,,Epitoniidae,BOLD:WORMS,3,6,1,WORMS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=152295 
Epitonium tryoni,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Epitonium turtonis,Mollusca,Gastropoda,,Epitoniidae,BOLD:WORMS,0,2,0,WORMS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=673970 
Epitonium vittatum,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Epitonium webbii,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Gregorioiscala exfoliata,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,,gap,
Gregorioiscala pachya,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Gregorioiscala sarsii,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Iphitus cancellatus,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Iphitus tuberatus,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Janthina exigua,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Janthina janthina,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Janthina pallida,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Narrimania concinna,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Opalia abbotti,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Opalia crenata,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Opalia fortunata,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,,gap,
Opaliopsis atlantis,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Papuliscala cerithielloides,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,,gap,
Papuliscala elongata,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Papuliscala praelonga,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Papuliscala tavianii,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,,gap,
Periapta gracilis,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Periapta polygyrella,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Punctiscala cerigottana,Mollusca,Gastropoda,,Epitoniidae,WORMS,,,,WORMS,gap,
Aclis ascaris,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,WORMS,,,,WORMS,gap,
Aclis attenuans,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,WORMS,,,,WORMS,gap,
Aclis gulsonae,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,WORMS,,,,WORMS,gap,
Aclis minor,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,WORMS,,,,,gap,
Aclis sarsi,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,WORMS,,,,WORMS,gap,
Aclis trilineata,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,WORMS,,,,WORMS,gap,
Aclis vitrea,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,WORMS,,,,,gap,
Aclis walleri,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,WORMS,,,,,gap,
Acrochalix callosa,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,WORMS,,,,,gap,
Balcis philippi,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,BOLD:WORMS,,,,ITIS,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=708834 
Batheulima abbreviata,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,WORMS,,,,WORMS,gap,
Batheulima fuscoapicata,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,WORMS,,,,WORMS,gap,
Bathycrinicola curta,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,WORMS,,,,WORMS,gap,
Bathycrinicola macrapex,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,WORMS,,,,,gap,
Bathycrinicola micrapex,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,WORMS,,,,,gap,
Bathycrinicola talaena,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,WORMS,,,,WORMS,gap,
Bulimeulima magna,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,WORMS,,,,,gap,
Campylorhaphion famelicum,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,WORMS,,,,WORMS,gap,
Campylorhaphion machaeropsis,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,WORMS,,,,WORMS,gap,
Costaclis mizon,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,WORMS,,,,WORMS,gap,
Crinolamia angustispira,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,WORMS,,,,,gap,
Crinolamia dahli,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,WORMS,,,,,gap,
Crinophtheiros comatulicola,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,WORMS,,,,WORMS,gap,
Crinophtheiros giustii,Mollusca,Gastropoda,Littorinimorpha,Eulimidae,WORMS,,,,,gap,
