species,Order,Family,source,speciemens barcoded,specimens,public BINs,verified by,status,BOLD taxid
Lepretius poutiersi,Coleoptera,Curculionidae,FE,,,,FE,gap,
Leptolepurus meridionalis,Coleoptera,Curculionidae,FE,,,,FE,gap,
Leptomeira meregallii,Coleoptera,Curculionidae,FE,,,,,gap,
Leptomeira squamulata,Coleoptera,Curculionidae,FE,,,,FE,gap,
Lepyrus arcticus,Coleoptera,Curculionidae,BOLD,5,6,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=600093 
Lepyrus armatus,Coleoptera,Curculionidae,BOLD:FE,3,4,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=317877 
Lepyrus capucinus,Coleoptera,Curculionidae,BOLD:FE:iNat,4,5,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=396012 
Lepyrus palustris,Coleoptera,Curculionidae,BOLD:FE:iNat,12,24,3,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=489926 https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=489928 
Lepyrus quadrinotatus,Coleoptera,Curculionidae,BOLD:FE,1,2,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1022726 
Lepyrus variegatus,Coleoptera,Curculionidae,FE,,,,,gap,
Leucomigus candidatus,Coleoptera,Curculionidae,BOLD:FE,4,11,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=730226 
Leucomigus tesselatus,Coleoptera,Curculionidae,FE,,,,FE,gap,
Leucophyes martorellii,Coleoptera,Curculionidae,FE,,,,FE,gap,
Leucophyes occidentalis,Coleoptera,Curculionidae,FE,,,,FE,gap,
Leucophyes pedestris,Coleoptera,Curculionidae,BOLD:FE:iNat,11,11,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=891272 
Lichenophagus acuminatus,Coleoptera,Curculionidae,FE,,,,,gap,
Lichenophagus auctus,Coleoptera,Curculionidae,FE,,,,,gap,
Lichenophagus buccatrix,Coleoptera,Curculionidae,FE,,,,,gap,
Lichenophagus fritillus,Coleoptera,Curculionidae,FE,,,,,gap,
Lichenophagus impressicollis,Coleoptera,Curculionidae,FE,,,,,gap,
Lichenophagus sculptipennis,Coleoptera,Curculionidae,FE,,,,,gap,
Lichenophagus subnodosus,Coleoptera,Curculionidae,FE,,,,,gap,
Lichenophagus tesserula,Coleoptera,Curculionidae,FE,,,,FE,gap,
Lignyodes bischoffi,Coleoptera,Curculionidae,BOLD:FE,1,6,0,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=487177 
Lignyodes enucleator,Coleoptera,Curculionidae,BOLD:FE:iNat,18,22,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=312564 
Lignyodes suturatus,Coleoptera,Curculionidae,FE,,,,FE,gap,
Limatogaster alphonsi,Coleoptera,Curculionidae,FE,,,,FE,gap,
Limatogaster antennaria,Coleoptera,Curculionidae,FE,,,,FE,gap,
Limatogaster belloi,Coleoptera,Curculionidae,FE,,,,,gap,
Limatogaster colonnellii,Coleoptera,Curculionidae,FE,,,,,gap,
Limatogaster cribrirostris,Coleoptera,Curculionidae,FE,,,,,gap,
Limatogaster geraldinae,Coleoptera,Curculionidae,FE,,,,,gap,
Limatogaster hopffgarteni,Coleoptera,Curculionidae,FE,,,,FE,gap,
Limatogaster lasioscelis,Coleoptera,Curculionidae,FE,,,,FE,gap,
Limatogaster moesiaca,Coleoptera,Curculionidae,FE,,,,,gap,
Limatogaster nyctelius,Coleoptera,Curculionidae,FE,,,,FE,gap,
Limatogaster pachyscelis,Coleoptera,Curculionidae,FE,,,,FE,gap,
Limatogaster rucconii,Coleoptera,Curculionidae,FE,,,,FE,gap,
Limatogaster rugicollis,Coleoptera,Curculionidae,FE,,,,FE,gap,
Limatogaster sitonoides,Coleoptera,Curculionidae,FE,,,,,gap,
Limatogaster subsulcata,Coleoptera,Curculionidae,FE,,,,FE,gap,
Limatogaster thessalica,Coleoptera,Curculionidae,FE,,,,,gap,
Limatogaster tumidipes,Coleoptera,Curculionidae,FE,,,,FE,gap,
Limnobaris dolorosa,Coleoptera,Curculionidae,BOLD:FE,5,13,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=350054 
Limnobaris pilistriata,Coleoptera,Curculionidae,BOLD,18,18,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=460617 
Limnobaris t-album,Coleoptera,Curculionidae,BOLD:FE:iNat,13,17,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=286660 https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=730265 
Limobius borealis,Coleoptera,Curculionidae,BOLD:FE:iNat,15,23,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=318033 
Limobius dureti,Coleoptera,Curculionidae,FE,,,,,gap,
Limobius mixtus,Coleoptera,Curculionidae,BOLD:FE,0,1,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=725887 
Lindbergius curtus,Coleoptera,Curculionidae,FE,,,,,gap,
Liocleonus clathratus,Coleoptera,Curculionidae,FE,,,,FE,gap,
Liophloeus chrysopterus,Coleoptera,Curculionidae,FE,,,,,gap,
Liophloeus gibbus,Coleoptera,Curculionidae,FE,157,165,11,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1003742 
Liophloeus herbstii,Coleoptera,Curculionidae,FE,,,,,gap,
Liophloeus laevifrons,Coleoptera,Curculionidae,FE,,,,,gap,
Liophloeus lentus,Coleoptera,Curculionidae,FE,69,70,7,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1003743 
Liophloeus liptoviensis,Coleoptera,Curculionidae,BOLD:FE,50,59,11,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=801057 
Liophloeus ophthalmicus,Coleoptera,Curculionidae,FE,,,,,gap,
Liophloeus paulinoi,Coleoptera,Curculionidae,FE,,,,,gap,
Liophloeus pupillatus,Coleoptera,Curculionidae,FE,,,,,gap,
Liophloeus tessulatus,Coleoptera,Curculionidae,BOLD:FE:iNat,24,49,1,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=312171 
Liparthrum arnoldi,Coleoptera,Curculionidae,FE,,,,FE,gap,
Liparthrum artemisiae,Coleoptera,Curculionidae,FE,2,2,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=29562 
Liparthrum bartschti,Coleoptera,Curculionidae,BOLD:FE,1,4,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=29564 
Liparthrum bicaudatum,Coleoptera,Curculionidae,FE,4,4,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=29561 
Liparthrum bituberculatum,Coleoptera,Curculionidae,FE,3,3,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=29560 
Liparthrum canum,Coleoptera,Curculionidae,FE,1,1,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=29559 
Liparthrum colchicum,Coleoptera,Curculionidae,FE,2,2,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=29549 
Liparthrum corsicum,Coleoptera,Curculionidae,BOLD:FE,0,3,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=973673 
Liparthrum curtum,Coleoptera,Curculionidae,FE,5,5,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=29558 
Liparthrum genistae,Coleoptera,Curculionidae,BOLD:FE,0,3,0,FE,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=475831 
Liparthrum inarmatum,Coleoptera,Curculionidae,FE,4,4,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=29554 
Liparthrum lowei,Coleoptera,Curculionidae,FE,4,4,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=29556 
Liparthrum mandibulare,Coleoptera,Curculionidae,BOLD:FE,1,3,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=766349 
Liparthrum mori,Coleoptera,Curculionidae,FE,,,,FE,gap,
Liparthrum nigrescens,Coleoptera,Curculionidae,FE,3,3,3,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=29555 
Liparthrum pruni,Coleoptera,Curculionidae,BOLD,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=475832 
Liparthrum semidegener,Coleoptera,Curculionidae,FE,1,1,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=29551 
Liparus baldensis,Coleoptera,Curculionidae,FE,,,,,gap,
Liparus coronatus,Coleoptera,Curculionidae,BOLD:FE:iNat,5,7,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=398250 
Liparus dirus,Coleoptera,Curculionidae,BOLD:FE:iNat,2,3,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=772333 
Liparus engadinensis,Coleoptera,Curculionidae,FE,,,,,gap,
Liparus germanus,Coleoptera,Curculionidae,BOLD:FE:iNat,7,13,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=519378 
Liparus glabrirostris,Coleoptera,Curculionidae,BOLD:FE:iNat,23,44,3,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=559652 
Liparus grappensis,Coleoptera,Curculionidae,FE,,,,,gap,
Liparus illyricus,Coleoptera,Curculionidae,FE,,,,FE,gap,
Liparus interruptus,Coleoptera,Curculionidae,FE,,,,,gap,
Liparus laevigatus,Coleoptera,Curculionidae,FE,,,,FE,gap,
Liparus mariae,Coleoptera,Curculionidae,FE,,,,,gap,
Liparus petrii,Coleoptera,Curculionidae,FE,,,,,gap,
Liparus solarii,Coleoptera,Curculionidae,FE,,,,,gap,
Liparus tenebrioides,Coleoptera,Curculionidae,FE,1,2,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=915728 
Liparus transsylvanicus,Coleoptera,Curculionidae,FE,,,,,gap,
Lissorhoptrus oryzophilus,Coleoptera,Curculionidae,BOLD:FE,10,36,3,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=171637 
Listroderes costirostris,Coleoptera,Curculionidae,FE,7,12,3,ITIS,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=488529 https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1152803 
Listronotus cyrticus,Coleoptera,Curculionidae,FE,,,,FE,gap,
Lixomorphus algirus,Coleoptera,Curculionidae,BOLD:FE,2,2,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1078488 
Lixus acicularis,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus albomarginatus,Coleoptera,Curculionidae,BOLD:FE:iNat,1,1,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=732727 
Lixus anguinus,Coleoptera,Curculionidae,BOLD:FE,9,9,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=520435 
Lixus angustatus,Coleoptera,Curculionidae,BOLD,6,9,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=312301 
Lixus angustus,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus apfelbecki,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus ascanii,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus bardanae,Coleoptera,Curculionidae,BOLD:FE,4,7,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=772301 
Lixus bidens,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus bituberculatus,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus breviceps,Coleoptera,Curculionidae,BOLD,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=891279 
Lixus brevipennis,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus brevipes,Coleoptera,Curculionidae,FE,,,,FE,gap,
Lixus brevirostris,Coleoptera,Curculionidae,BOLD:FE,13,13,3,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=787736 
Lixus canescens,Coleoptera,Curculionidae,BOLD:FE,3,3,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=996931 
Lixus cardui,Coleoptera,Curculionidae,BOLD:FE,8,8,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=772302 
Lixus castellanus,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus cheiranthi,Coleoptera,Curculionidae,FE,3,3,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1152958 
Lixus cruciferae,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus curvirostris,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus cylindrus,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus elegantulus,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus euphorbiae,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus ewaldi,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus fascicularis,Coleoptera,Curculionidae,BOLD,3,3,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=732818 
Lixus fasciculatus,Coleoptera,Curculionidae,BOLD:FE,10,10,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=996927 
Lixus filiformis,Coleoptera,Curculionidae,BOLD:FE:iNat,36,37,4,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=513900 
Lixus flaveolus,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus foveiventris,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus furcatus,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus gibbirostris,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus hypocrita,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus incanescens,Coleoptera,Curculionidae,BOLD:FE,2,3,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=996932 
Lixus iridis,Coleoptera,Curculionidae,BOLD:FE:iNat,24,26,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=312330 
Lixus juncii,Coleoptera,Curculionidae,BOLD:FE,3,3,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=492621 
Lixus laufferi,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus linearis,Coleoptera,Curculionidae,FE,5,5,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1152960 
Lixus linnei,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus meregallii,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus mucronatus,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus myagri,Coleoptera,Curculionidae,BOLD:FE:iNat,6,7,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=312302 
Lixus neglectus,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus nigricornis,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus nubianus,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus ochraceus,Coleoptera,Curculionidae,BOLD:FE,1,1,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=772298 
Lixus paraplecticus,Coleoptera,Curculionidae,BOLD:FE,4,8,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=529909 
Lixus perplexus,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus pinkeri,Coleoptera,Curculionidae,FE,4,4,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1152961 
Lixus pulverulentus,Coleoptera,Curculionidae,BOLD:FE:iNat,6,8,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=978780 
Lixus puncticollis,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus rosenschoeldi,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus rubicundus,Coleoptera,Curculionidae,BOLD:FE:iNat,13,13,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=534549 
Lixus rumicis,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus salsolae,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus scabricollis,Coleoptera,Curculionidae,FE,0,1,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=350039 
Lixus scolopax,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus siculus,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus sinuatus,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus snae,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus spartii,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus speciosus,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus subtilis,Coleoptera,Curculionidae,BOLD:FE:iNat,5,6,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=528100 
Lixus subulipennis,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus suetus,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus tibialis,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus trivittatus,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus ulcerosus,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus umbellatarum,Coleoptera,Curculionidae,BOLD:FE,3,3,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1078489 
Lixus vectiformis,Coleoptera,Curculionidae,FE,,,,,gap,
Lixus vilis,Coleoptera,Curculionidae,BOLD:FE:iNat,1,2,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=772300 
Lymantor aceris,Coleoptera,Curculionidae,FE,2,2,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=459039 
Lymantor coryli,Coleoptera,Curculionidae,BOLD:FE,4,5,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=32072 
Macrobrachonyx gounellei,Coleoptera,Curculionidae,FE,2,2,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1152780 
Madeiracalles achadagrandensis,Coleoptera,Curculionidae,BOLD,1,1,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=520367 
Madeiracalles beelzebubi,Coleoptera,Curculionidae,BOLD,1,1,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=915773 
Madeiracalles cinereus,Coleoptera,Curculionidae,BOLD,2,2,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=520368 
Madeiracalles succulentus,Coleoptera,Curculionidae,BOLD,2,2,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=915774 
Madeiracalles tolpis,Coleoptera,Curculionidae,BOLD,1,1,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=520369 
Magdalis armigera,Coleoptera,Curculionidae,BOLD:FE,23,26,2,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=312622 
Magdalis barbicornis,Coleoptera,Curculionidae,BOLD:FE,1,4,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=350031 
Magdalis carbonaria,Coleoptera,Curculionidae,BOLD:FE,8,12,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=350053 
Magdalis cerasi,Coleoptera,Curculionidae,BOLD:FE:iNat,16,17,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=312628 
Magdalis duplicata,Coleoptera,Curculionidae,BOLD:FE,18,24,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=460622 
Magdalis exarata,Coleoptera,Curculionidae,BOLD:FE,2,2,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=772332 
Magdalis fallax,Coleoptera,Curculionidae,FE,,,,,gap,
Magdalis flavicornis,Coleoptera,Curculionidae,BOLD:FE,9,17,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=312621 
Magdalis frontalis,Coleoptera,Curculionidae,BOLD:FE:iNat,26,31,3,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=460623 https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=403120 
Magdalis fuscicornis,Coleoptera,Curculionidae,FE,,,,,gap,
Magdalis linearis,Coleoptera,Curculionidae,BOLD:FE,5,10,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=470536 
Magdalis longicornis,Coleoptera,Curculionidae,FE,,,,,gap,
Magdalis memnonia,Coleoptera,Curculionidae,BOLD:FE:iNat,4,4,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=733098 
Magdalis nitida,Coleoptera,Curculionidae,BOLD:FE,8,8,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=399016 
Magdalis nitidipennis,Coleoptera,Curculionidae,BOLD:FE,0,2,0,,gap,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=528739 
Magdalis opaca,Coleoptera,Curculionidae,FE,,,,,gap,
Magdalis phlegmatica,Coleoptera,Curculionidae,BOLD:FE:iNat,1,3,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=665720 
Magdalis punctirostris,Coleoptera,Curculionidae,FE,,,,FE,gap,
Magdalis punctulata,Coleoptera,Curculionidae,FE,,,,FE,gap,
Magdalis rufa,Coleoptera,Curculionidae,BOLD:FE:iNat,8,11,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=470533 
Magdalis ruficornis,Coleoptera,Curculionidae,BOLD:FE:iNat,30,37,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=309974 
Magdalis scutellaris,Coleoptera,Curculionidae,FE,,,,,gap,
Magnanotius austriacus,Coleoptera,Curculionidae,FE,,,,FE,gap,
Malvaevora timida,Coleoptera,Curculionidae,BOLD:FE,4,5,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1127839 
Marmaropus besseri,Coleoptera,Curculionidae,BOLD:FE,6,7,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=733104 
Maximus strabus,Coleoptera,Curculionidae,BOLD,5,9,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=730230 
Mazuranella parnassica,Coleoptera,Curculionidae,FE,,,,,gap,
Mecaspis alternans,Coleoptera,Curculionidae,BOLD:FE,2,4,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=559301 
Mecaspis bedeli,Coleoptera,Curculionidae,FE,,,,,gap,
Mecaspis caesus,Coleoptera,Curculionidae,BOLD,1,1,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=772306 
Mecaspis emarginata,Coleoptera,Curculionidae,FE,,,,FE,gap,
Mecaspis incisurata,Coleoptera,Curculionidae,FE,,,,FE,gap,
Mecaspis nana,Coleoptera,Curculionidae,FE,,,,FE,gap,
Mecaspis striatella,Coleoptera,Curculionidae,FE,,,,FE,gap,
Mecinus aestivus,Coleoptera,Curculionidae,FE,,,,FE,gap,
Mecinus alboscutellatus,Coleoptera,Curculionidae,FE,,,,FE,gap,
Mecinus alternans,Coleoptera,Curculionidae,FE,,,,,gap,
Mecinus barbarus,Coleoptera,Curculionidae,BOLD,4,4,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=1139982 
Mecinus caucasicus,Coleoptera,Curculionidae,FE,,,,FE,gap,
Mecinus circulatus,Coleoptera,Curculionidae,BOLD:FE,4,4,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=772377 
Mecinus collaris,Coleoptera,Curculionidae,BOLD:FE:iNat,4,5,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=759877 
Mecinus comosus,Coleoptera,Curculionidae,FE,,,,,gap,
Mecinus dorsalis,Coleoptera,Curculionidae,FE,,,,,gap,
Mecinus elongatus,Coleoptera,Curculionidae,FE,,,,FE,gap,
Mecinus fairmairei,Coleoptera,Curculionidae,FE,,,,,gap,
Mecinus henrici,Coleoptera,Curculionidae,FE,,,,FE,gap,
Mecinus hesteticus,Coleoptera,Curculionidae,FE,,,,,gap,
Mecinus heydeni,Coleoptera,Curculionidae,BOLD:FE,1,2,0,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=718813 
Mecinus humeralis,Coleoptera,Curculionidae,FE,,,,,gap,
Mecinus ictericus,Coleoptera,Curculionidae,FE,,,,FE,gap,
Mecinus janthinus,Coleoptera,Curculionidae,BOLD:FE,16,23,1,,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=312700 
Mecinus kaemmereri,Coleoptera,Curculionidae,FE,,,,,gap,
Mecinus labilis,Coleoptera,Curculionidae,BOLD:FE:iNat,2,3,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=560368 
Mecinus latiusculus,Coleoptera,Curculionidae,FE,,,,FE,gap,
Mecinus lineicollis,Coleoptera,Curculionidae,FE,,,,,gap,
Mecinus longiusculus,Coleoptera,Curculionidae,FE,,,,,gap,
Mecinus ludyi,Coleoptera,Curculionidae,FE,,,,,gap,
Mecinus marina,Coleoptera,Curculionidae,FE,,,,FE,gap,
Mecinus mixtus,Coleoptera,Curculionidae,FE,,,,FE,gap,
Mecinus pascuorum,Coleoptera,Curculionidae,BOLD:FE,80,92,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=471566 
Mecinus pirazzolii,Coleoptera,Curculionidae,BOLD:FE,7,7,1,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=559666 
Mecinus plantaginis,Coleoptera,Curculionidae,BOLD:FE,4,4,0,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=772379 
Mecinus pyraster,Coleoptera,Curculionidae,BOLD:FE:iNat,6,33,2,FE,,https://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxid=318037 
Mecinus seriatus,Coleoptera,Curculionidae,FE,,,,FE,gap,
